Title,Price,Image,Url
Cycle Dog Earth Friendly Pick-Up Bags,$8.00,https://www.rei.com/media/1060d67d-9850-4584-a3cf-64b3c76a0852.jpg,https://www.rei.com/product/857319/cycle-dog-earth-friendly-pick-up-bags
Nite Ize SpotLit Rechargeable Collar Light - Disc-O Tech,$20.00,https://www.rei.com/media/2ed3899f-81d8-4d0b-9088-357c45f67fd7.jpg,https://www.rei.com/product/206679/nite-ize-spotlit-rechargeable-collar-light-disc-o-tech
Ruffwear Polar Trex Dog Boots - Pair,$49.95,https://www.rei.com/media/1f30b3b2-a544-4595-8a68-ee71f726f6c2.jpg,https://www.rei.com/product/179640/ruffwear-polar-trex-dog-boots-pair
GivePet Soft Chewy Dog Training Treats,$10.00,https://www.rei.com/media/1c4a5da6-e916-4039-9d3d-0affd2a64410.jpg,https://www.rei.com/product/190134/givepet-soft-chewy-dog-training-treats
kin+kind Organic Nose and Paw Moisturizer Stick for Dogs and Cats,$13.00,https://www.rei.com/media/4c30abf5-e6dd-40ee-8abc-0878172ffa2d.jpg,https://www.rei.com/product/217748/kinkind-organic-nose-and-paw-moisturizer-stick-for-dogs-and-cats
Nite Ize Flashflight Dog Discuit LED Flying Disc,$17.50,https://www.rei.com/media/32bd340d-7642-4cd7-954b-2fd917fabdfd.jpg,https://www.rei.com/product/227116/nite-ize-flashflight-dog-discuit-led-flying-disc
Nite Ize NiteHowl Mini Rechargeable LED Safety Necklace - Disc-O Select,$20.00,https://www.rei.com/media/de6b3126-bec4-4cae-8aaa-405acd3e18f1.jpg,https://www.rei.com/product/206678/nite-ize-nitehowl-mini-rechargeable-led-safety-necklace-disc-o-select
Ruffwear Pacific Loop Toy,$24.95,https://www.rei.com/media/70863469-df74-4460-a09f-13f326036900.jpg,https://www.rei.com/product/205499/ruffwear-pacific-loop-toy
Ruffwear Stumptown Dog Jacket,$79.95,https://www.rei.com/media/4bcfc2bd-2bf7-4e53-b240-c45f1a30d536.jpg,https://www.rei.com/product/225404/ruffwear-stumptown-dog-jacket
Ruffwear Bark'n Boot Liners - Package of 4,$14.95,https://www.rei.com/media/1c50e8cf-90bd-413f-9f92-9c7117f00047.jpg,https://www.rei.com/product/196953/ruffwear-barkn-boot-liners-package-of-4
Ruffwear Gnawt-a-Stick Toy,$19.95,https://www.rei.com/media/552ae801-e031-4ed4-b2e7-be6514056b82.jpg,https://www.rei.com/product/122181/ruffwear-gnawt-a-stick-toy
Wolfgang Man & Beast DarkFloral Collar,$19.95,https://www.rei.com/media/971a2713-8e7a-4acd-8f00-ea174617f2b1.jpg,https://www.rei.com/product/201692/wolfgang-man-beast-darkfloral-collar
GivePet Freeze-Dried Cat Treats,$5.93,https://www.rei.com/media/992f5826-ea34-4de8-993c-d4296c440916.jpg,https://www.rei.com/product/229246/givepet-freeze-dried-cat-treats
Ruffwear Furness Jacket,$129.95,https://www.rei.com/media/4ef657d7-9744-4933-832d-feeff52e9795.jpg,https://www.rei.com/product/179639/ruffwear-furness-jacket
Ruffwear Lumenglow Hi-Vis Jacket,$49.95,https://www.rei.com/media/39a9ffca-b785-4b6e-9e69-7276e63e3176.jpg,https://www.rei.com/product/196957/ruffwear-lumenglow-hi-vis-jacket
Adventure Medical Kits ADS Trail Dog First Aid Kit,$21.69,https://www.rei.com/media/27f59d45-d92e-4099-948b-39be078904e4.jpg,https://www.rei.com/product/113073/adventure-medical-kits-ads-trail-dog-first-aid-kit
Ruffwear Highlands Dog Sleeping Bag,$139.95,https://www.rei.com/media/81cbe500-adfc-45de-80c7-48785c1685a1.jpg,https://www.rei.com/product/170245/ruffwear-highlands-dog-sleeping-bag
Ruffwear Dirtbag Seat Cover,$89.95,https://www.rei.com/media/86d2227b-bd2f-4c69-bb63-d43c33a41fd8.jpg,https://www.rei.com/product/129590/ruffwear-dirtbag-seat-cover
Timbuk2 Muttmover Luxe Pack,$149.00,https://www.rei.com/media/5a51b012-aa91-44ec-b236-6ec9b8a5e1bd.jpg,https://www.rei.com/product/186314/timbuk2-muttmover-luxe-pack
Ruffwear Highlands Dog Pad,$59.95,https://www.rei.com/media/1d1e0de9-b5b9-4f8a-865a-9610d735ffc2.jpg,https://www.rei.com/product/182028/ruffwear-highlands-dog-pad
Ruffwear Quencher Dog Bowl,$19.95,https://www.rei.com/media/284bd6dd-e703-4d84-974a-4b2df812b00f.jpg,https://www.rei.com/product/129588/ruffwear-quencher-dog-bowl
Ruffwear Approach Dog Pack,$109.95,https://www.rei.com/media/47108dd2-07d0-4b0b-bbac-9c38680f311f.jpg,https://www.rei.com/product/205487/ruffwear-approach-dog-pack
Nite Ize MoonLit LED Micro Lantern,$11.00,https://www.rei.com/media/cbf05244-1172-4e35-b88e-e60167d6fcf6.jpg,https://www.rei.com/product/102806/nite-ize-moonlit-led-micro-lantern
Ruffwear Trail Runner Bowl,$19.95,https://www.rei.com/media/b84ae28b-27a1-480f-a1bd-58b7856e7871.jpg,https://www.rei.com/product/129589/ruffwear-trail-runner-bowl
Nite Ize SpotLit LED Carabiner Light,$10.00,https://www.rei.com/media/cdbc079e-e4f6-443f-8c1d-e3d902fbaa0c.jpg,https://www.rei.com/product/131707/nite-ize-spotlit-led-carabiner-light
"Ruffwear Hydro Plane Dog Toy - 8""",$24.95,https://www.rei.com/media/0cc2b14c-1653-42a5-89f9-7dcc1466bc31.jpg,https://www.rei.com/product/189573/ruffwear-hydro-plane-dog-toy-8
Ruffwear Hi & Light Dog Trail Shoes - Pair,$34.95,https://www.rei.com/media/08163388-6a80-48b7-9c1f-4538f0e04bd0.jpg,https://www.rei.com/product/225403/ruffwear-hi-light-dog-trail-shoes-pair
Nite Ize Radiant Rechargeable Micro Lantern - Disc-O Select,$20.00,https://www.rei.com/media/dd7e8017-37b2-4712-9532-2f50dcc4b7fa.jpg,https://www.rei.com/product/168329/nite-ize-radiant-rechargeable-micro-lantern-disc-o-select
Ruffwear Crag Collar,$29.95,https://www.rei.com/media/e9193fcf-d4a4-4403-878a-5635dabf9a24.jpg,https://www.rei.com/product/226660/ruffwear-crag-collar
Herzog Silicone Collar,$28.93,https://www.rei.com/media/7404a7f1-4c40-4330-9dc1-568af46a91c3.jpg,https://www.rei.com/product/207301/herzog-silicone-collar
Herzog Silicone Leash - 6 ft.,$40.93,https://www.rei.com/media/e6568bff-1e51-41a7-8f50-0830abf3fb69.jpg,https://www.rei.com/product/207302/herzog-silicone-leash-6-ft
Ruffwear Trail Runner Dog Running Vest,$109.95,https://www.rei.com/media/f66d7d55-775b-4eea-a791-cb60e09329e3.jpg,https://www.rei.com/product/220236/ruffwear-trail-runner-dog-running-vest
Ruffwear Crag Leash,$34.95,https://www.rei.com/media/63092798-36b0-4651-adb2-d12d7f0830c5.jpg,https://www.rei.com/product/226681/ruffwear-crag-leash
Nite Ize GlowStreak Dog Ball,$18.00,https://www.rei.com/media/89b1723b-057b-4bd9-b84e-86bd56811048.jpg,https://www.rei.com/product/221477/nite-ize-glowstreak-dog-ball
Ruffwear Pack Out Bag,$39.95,https://www.rei.com/media/01294c5e-43e3-445d-9f28-782a080e5571.jpg,https://www.rei.com/product/170246/ruffwear-pack-out-bag
Ruffwear Vert Jacket,$99.95,https://www.rei.com/media/5e503155-a97a-4171-b9f0-be786b3d568b.jpg,https://www.rei.com/product/196959/ruffwear-vert-jacket
Ruffwear Pacific Ring Dog Toy,$24.95,https://www.rei.com/media/6d4cc0f3-d223-447f-bc2b-1dfc029886c2.jpg,https://www.rei.com/product/205500/ruffwear-pacific-ring-dog-toy
GivePet Soft-Baked Dog Treats,$10.00,https://www.rei.com/media/bd1605d2-6d82-4b14-b702-589301a6366a.jpg,https://www.rei.com/product/221165/givepet-soft-baked-dog-treats
Portland Pet Food Company Brew Biscuits Dog Treats,$6.93,https://www.rei.com/media/3b1e51aa-06de-4e84-912f-b40c0a64abd7.jpg,https://www.rei.com/product/217654/portland-pet-food-company-brew-biscuits-dog-treats
Ruffwear Crag EX Leash,$39.95,https://www.rei.com/media/2f7e0100-67f8-4e2a-8c2f-94ca4904743a.jpg,https://www.rei.com/product/225405/ruffwear-crag-ex-leash
Ruffwear Camp Flyer Toy,$19.95,https://www.rei.com/media/4130eec2-a596-4181-a52b-227dea28d374.jpg,https://www.rei.com/product/170247/ruffwear-camp-flyer-toy
Ruffwear Dirtbag Drying Towel,$99.95,https://www.rei.com/media/0fb9dad8-6d3f-4e18-9b9b-dc10105d355b.jpg,https://www.rei.com/product/196954/ruffwear-dirtbag-drying-towel
Cycle Dog Waterproof Reflective Leash,$20.93,https://www.rei.com/media/0c8c6c1f-a7f7-4684-a339-4f4a6f0df4a0.jpg,https://www.rei.com/product/225647/cycle-dog-waterproof-reflective-leash
Ruffwear Hemp Hound Sweater,$79.95,https://www.rei.com/media/64e02d53-df17-43a7-bd81-5436b03facb8.jpg,https://www.rei.com/product/213199/ruffwear-hemp-hound-sweater
Ruffwear Gourdo Dog Toy,$19.95,https://www.rei.com/media/52726946-8753-41ae-9f46-03829cc7d00c.jpg,https://www.rei.com/product/205497/ruffwear-gourdo-dog-toy
Wolfgang Man & Beast PackLeader Dog Collar,$19.95,https://www.rei.com/media/ab43d6dc-615d-4f04-90de-f5e98b20b023.jpg,https://www.rei.com/product/221132/wolfgang-man-beast-packleader-dog-collar
Wolfgang Man & Beast DarkFloral Leash,$24.95,https://www.rei.com/media/19bf2697-ab7f-45e6-822f-bff23109b811.jpg,https://www.rei.com/product/201693/wolfgang-man-beast-darkfloral-leash
Ruffwear Stash Bag Mini,$29.95,https://www.rei.com/media/7f84879b-e2a7-4837-a4f9-ab25fdd74710.jpg,https://www.rei.com/product/220237/ruffwear-stash-bag-mini
Wolfgang Man & Beast OverLand Leash,$24.95,https://www.rei.com/media/5e651eff-ebff-406c-a253-b1a931366d12.jpg,https://www.rei.com/product/158066/wolfgang-man-beast-overland-leash
kin+kind Soothing Natural Waterless Dog Bath,$15.00,https://www.rei.com/media/f97169c3-663b-4e57-bf83-32dc2177679b.jpg,https://www.rei.com/product/228343/kinkind-soothing-natural-waterless-dog-bath
Wolfgang Man & Beast WolfMountain Dog Collar,$19.95,https://www.rei.com/media/a80609e8-ec69-46a7-8d30-c68bcb53ed4b.jpg,https://www.rei.com/product/221133/wolfgang-man-beast-wolfmountain-dog-collar
kin+kind Flea and Tick Repel Spray,$19.00,https://www.rei.com/media/230d5646-5ad6-4d7c-bc9c-e9d4a677afc5.jpg,https://www.rei.com/product/217747/kinkind-flea-and-tick-repel-spray
kin+kind Calming Lavender Natural Waterless Bath for Dogs and Cats,$15.00,https://www.rei.com/media/4f541bed-f9ad-4a12-8f21-7a28072f27cf.jpg,https://www.rei.com/product/217801/kinkind-calming-lavender-natural-waterless-bath-for-dogs-and-cats
Ruffwear Flagline Leash,$29.95,https://www.rei.com/media/6f220c30-3bc3-4a8d-8a0c-8e58b12ac364.jpg,https://www.rei.com/product/205493/ruffwear-flagline-leash
Wolfgang Man & Beast FeatheredFriend Dog Collar,$13.93,https://www.rei.com/media/bd66e41b-3953-47d4-bac7-031126d570b6.jpg,https://www.rei.com/product/221131/wolfgang-man-beast-featheredfriend-dog-collar
Wolfgang Man & Beast WolfMountain Dog Leash,$24.95,https://www.rei.com/media/f6c7c672-1459-4e53-a9b2-f044dcd5d9fc.jpg,https://www.rei.com/product/220770/wolfgang-man-beast-wolfmountain-dog-leash
kin+kind Skunk Odor Eliminator Natural Dog and Cat Shampoo,$15.00,https://www.rei.com/media/394b73da-42de-4189-a9ea-416ae55af846.jpg,https://www.rei.com/product/228342/kinkind-skunk-odor-eliminator-natural-dog-and-cat-shampoo
kin+kind Flea+Tick Relief! Plant-Powered Dog Shampoo,$19.00,https://www.rei.com/media/d1d9bb80-92cc-4b85-a2a5-5cce76efea54.jpg,https://www.rei.com/product/228290/kinkind-fleatick-relief-plant-powered-dog-shampoo
kin+kind Deep Clean Natural Dog Shampoo,$15.00,https://www.rei.com/media/10f24eb4-c22a-4fa4-8cbe-8b40f5859f59.jpg,https://www.rei.com/product/228289/kinkind-deep-clean-natural-dog-shampoo
Cycle Dog Waterproof Reflective Dog Collar,$20.93,https://www.rei.com/media/050558cd-f9a3-4071-a758-756b390d4ee8.jpg,https://www.rei.com/product/225646/cycle-dog-waterproof-reflective-dog-collar
Herzog Silicone Leash - Black - 6 ft.,$40.93,https://www.rei.com/media/55970190-c490-41e2-99d0-6fc964317ca0.jpg,https://www.rei.com/product/223062/herzog-silicone-leash-black-6-ft
Wolfgang Man & Beast FeatheredFriend Dog Leash,$16.93,https://www.rei.com/media/917013ac-c960-4747-9778-693a0a94e9c7.jpg,https://www.rei.com/product/220769/wolfgang-man-beast-featheredfriend-dog-leash
Ruffwear Stash Bag Plus,$39.95,https://www.rei.com/media/af55ce4d-9e83-4451-9a78-abcd4b911618.jpg,https://www.rei.com/product/220238/ruffwear-stash-bag-plus
HEST Dog Bed,$249.00,https://www.rei.com/media/ec7d04f3-4f88-414b-aa44-3361ac57388a.jpg,https://www.rei.com/product/218711/hest-dog-bed
kin+kind Organic Healthy Hip and Joint Supplement for Dogs and Cats,$14.00,https://www.rei.com/media/51b8c009-34b4-47e1-97ee-9600a5577eb1.jpg,https://www.rei.com/product/217750/kinkind-organic-healthy-hip-and-joint-supplement-for-dogs-and-cats
Ruffwear Swamp Cooler Zip Dog Vest,$59.95,https://www.rei.com/media/c861c47c-d74f-485c-8336-e3e12501e778.jpg,https://www.rei.com/product/205491/ruffwear-swamp-cooler-zip-dog-vest
Ruffwear Swamp Cooler Dog Vest,$59.89,https://www.rei.com/media/08025053-6d17-4aa8-bef2-062586cd30e4.jpg,https://www.rei.com/product/205490/ruffwear-swamp-cooler-dog-vest
Ruffwear Swamp Cooler Dog Neck Gaiter,$19.95,https://www.rei.com/media/6dc9f799-45c8-48f0-899b-6bc91120bf03.jpg,https://www.rei.com/product/205496/ruffwear-swamp-cooler-dog-neck-gaiter
Ruffwear Undercoat Water Jacket,$55.93,https://www.rei.com/media/8a38fbeb-f9fa-44de-9dc6-dca3a3bc6d3b.jpg,https://www.rei.com/product/196955/ruffwear-undercoat-water-jacket
Ruffwear Powder Hound Jacket,$99.95,https://www.rei.com/media/ccc5b24c-fc9e-4b3d-a69e-63016109dfff.jpg,https://www.rei.com/product/213200/ruffwear-powder-hound-jacket
Ruffwear Switchbak Dog Harness,$69.95,https://www.rei.com/media/2e5a7d14-8955-4ec2-9596-d0f1fc845235.jpg,https://www.rei.com/product/189572/ruffwear-switchbak-dog-harness
Ruffwear Crag Leash,$34.95,https://www.rei.com/media/4787906d-079c-4a5e-b26a-c17733f979c6.jpg,https://www.rei.com/product/225406/ruffwear-crag-leash
Ruffwear Overcoat Fuse Dog Jacket,$89.95,https://www.rei.com/media/7f7de4c4-ad4c-4567-aed2-2b09fbe19e62.jpg,https://www.rei.com/product/160681/ruffwear-overcoat-fuse-dog-jacket
Ruffwear Flagline Dog Harness,$69.95,https://www.rei.com/media/a57381eb-3fbb-4af2-b909-44850ea59cef.jpg,https://www.rei.com/product/205492/ruffwear-flagline-dog-harness
Ruffwear Swamp Cooler Dog Harness,$48.93,https://www.rei.com/media/b4a3b0bf-52c1-4693-8215-70f641de2eac.jpg,https://www.rei.com/product/205489/ruffwear-swamp-cooler-dog-harness
Ruffwear Front Range Dog Harness,$49.95,https://www.rei.com/media/40e1cdff-3cee-49f1-a082-6ac799346165.jpg,https://www.rei.com/product/170241/ruffwear-front-range-dog-harness
Ruffwear Basecamp Dog Bed,$59.95,https://www.rei.com/media/b968d512-a744-4a35-8c94-b45600436f96.jpg,https://www.rei.com/product/196965/ruffwear-basecamp-dog-bed
Rex Specs V2 Dog Goggles,$59.93,https://www.rei.com/media/894ae0fc-1aa8-4615-a69f-51e68964172e.jpg,https://www.rei.com/product/207363/rex-specs-v2-dog-goggles
Ruffwear Stumptown Insulated Dog Jacket,$39.83,https://www.rei.com/media/afc3139e-d4ee-4fdc-9dd4-741710bf156b.jpg,https://www.rei.com/product/139948/ruffwear-stumptown-insulated-dog-jacket
Ruffwear Float Coat Dog Life Jacket,$67.39,https://www.rei.com/media/472357e3-cf81-42a5-8398-3eb62d2a60ca.jpg,https://www.rei.com/product/189520/ruffwear-float-coat-dog-life-jacket
Wolfgang Man & Beast GreatEscape Leash,$9.83,https://www.rei.com/media/ba593b3c-31d7-4c57-8143-395e415f5466.jpg,https://www.rei.com/product/192112/wolfgang-man-beast-greatescape-leash
Wolfgang Man & Beast HighPlains Leash,$5.83,https://www.rei.com/media/d3d7e999-a973-4980-9880-31a583a1c801.jpg,https://www.rei.com/product/192020/wolfgang-man-beast-highplains-leash
Electra Basil Pet Carrier,$185.00,https://www.rei.com/media/7315aa0a-5e32-4113-b038-47602a6b7429.jpg,https://www.rei.com/product/184806/electra-basil-pet-carrier
Wolfgang Man & Beast GreatEscape Collar,$8.83,https://www.rei.com/media/7730f9e8-a6a4-4a82-a56e-c47b15605431.jpg,https://www.rei.com/product/192111/wolfgang-man-beast-greatescape-collar
Ruffwear Palisades Pack,$159.95,https://www.rei.com/media/ba4af67e-926d-4324-a5be-92caa6f20125.jpg,https://www.rei.com/product/205488/ruffwear-palisades-pack
Ruffwear Front Range Leash,$19.95,https://www.rei.com/media/11780f12-1ae1-4328-9cb1-90815c28b7c8.jpg,https://www.rei.com/product/205494/ruffwear-front-range-leash
Burley Pet Bed,$79.95,https://www.rei.com/media/3482cf48-ea6c-4043-8163-8921b035d6d1.jpg,https://www.rei.com/product/214556/burley-pet-bed
Ruffwear Trail Runner Leash,$24.95,https://www.rei.com/media/bc4ac55d-0515-40c1-9de2-9bfb29e1a888.jpg,https://www.rei.com/product/220411/ruffwear-trail-runner-leash
OllyDog Rover Dog Pack,$36.73,https://www.rei.com/media/8984be9c-e2f8-43e3-b7ea-46027aa37087.jpg,https://www.rei.com/product/200490/ollydog-rover-dog-pack
